Raw Product String,Parsed_Fabric,Parsed_Body,Parsed_Color,Parsed_Size
Brando Parisian Luxe Khaki - 38 / Khaki,Parisian Luxe,Brando,Khaki,Khaki
Brando Parisian Luxe Pastel Blue - Pastel Blue / 28,Parisian Luxe,Brando,Pastel Blue,28
Brando Parisian Luxe Navy - 28 / Navy,Parisian Luxe,Brando,Navy,Navy
Brando Parisian Luxe Vert - Vert / 34,Parisian Luxe,Brando,Vert,34
Brando Parisian Luxe Cafe - Cafe / 33,Parisian Luxe,Brando,Cafe,33
Brando Parisian Luxe Pastel Pink - 38,Parisian Luxe,Brando,Pastel Pink,Unknown
Brando Parisian Luxe Jade - 28,Parisian Luxe,Brando,Jade,Unknown
Brando Parisian Luxe Pastel Pink - Pastel Pink / 30,Parisian Luxe,Brando,Pastel Pink,30
Brando Parisian Luxe Cafe - Cafe / 28,Parisian Luxe,Brando,Cafe,28
Brando Parisian Luxe Toffee - 33,Parisian Luxe,Brando,Toffee,Unknown
Brando Parisian Luxe Lagoon - 36,Parisian Luxe,Brando,Lagoon,Unknown
Brando Parisian Luxe Tobacco - 36,Parisian Luxe,Brando,Tobacco,Unknown
Brando Parisian Luxe Pastel Blue - Pastel Blue / 36,Parisian Luxe,Brando,Pastel Blue,36
Brando Parisian Luxe Pastel Blue - Pastel Blue / 38,Parisian Luxe,Brando,Pastel Blue,38
Brando Parisian Luxe Pastel Pink - Pastel Pink / 32,Parisian Luxe,Brando,Pastel Pink,32
Brando Parisian Luxe Vert - 29,Parisian Luxe,Brando,Vert,Unknown
Brando Parisian Luxe Navy - 31 / Navy,Parisian Luxe,Brando,Navy,Navy
Brando Parisian Luxe Jade - 38,Parisian Luxe,Brando,Jade,Unknown
Brando Parisian Luxe Pastel Blue - 32,Parisian Luxe,Brando,Pastel Blue,Unknown
Brando Parisian Luxe Bordeaux - 28,Parisian Luxe,Brando,Bordeaux,Unknown
Brando Parisian Luxe Army - 31,Parisian Luxe,Brando,Army,Unknown
Brando Parisian Luxe Toffee - 36,Parisian Luxe,Brando,Toffee,Unknown
Brando Parisian Luxe Espresso - 36,Parisian Luxe,Brando,Espresso,Unknown
Brando Parisian Luxe Light Grey - Light Grey / 38,Parisian Luxe,Brando,Light Grey,38
Brando Parisian Luxe Khaki - Khaki / 29,Parisian Luxe,Brando,Khaki,29
Brando Parisian Luxe Light Grey - Light Grey / 29,Parisian Luxe,Brando,Light Grey,29
Brando Parisian Luxe Light Grey - Light Grey / 31,Parisian Luxe,Brando,Light Grey,31
Brando Parisian Luxe Fiji - Fiji / 29,Parisian Luxe,Brando,Fiji,29
Brando Parisian Luxe Pastel Blue - 28,Parisian Luxe,Brando,Pastel Blue,Unknown
Brando Parisian Luxe Noir,Parisian Luxe,Brando,Noir,Unknown
Brando Parisian Luxe Lagoon,Parisian Luxe,Brando,Lagoon,Unknown
Brando Parisian Luxe Cafe - 34,Parisian Luxe,Brando,Cafe,Unknown
Brando Parisian Luxe Teak - 31,Parisian Luxe,Brando,Teak,Unknown
Brando Parisian Luxe Khaki - 32,Parisian Luxe,Brando,Khaki,Unknown
Brando Parisian Luxe Noir - Noir / 40,Parisian Luxe,Brando,Noir,40
Brando Parisian Luxe Fiji - 36,Parisian Luxe,Brando,Fiji,Unknown
Brando Parisian Luxe Pastel Pink - Pastel Pink / 38,Parisian Luxe,Brando,Pastel Pink,38
Brando Parisian Luxe Tobacco - 31,Parisian Luxe,Brando,Tobacco,Unknown
Brando Parisian Luxe Noir - 29 / Noir,Parisian Luxe,Brando,Noir,Noir
Brando Parisian Luxe Pastel Blue - Pastel Blue / 31,Parisian Luxe,Brando,Pastel Blue,31
Brando Parisian Luxe Twilight - Twilight / 34,Parisian Luxe,Brando,Twilight,34
Brando Parisian Luxe Army - Army / 36,Parisian Luxe,Brando,Army,36
Brando Parisian Luxe Faded Blue - 31,Parisian Luxe,Brando,Faded Blue,Unknown
Brando Parisian Luxe Malachite - 36,Parisian Luxe,Brando,Malachite,Unknown
Brando Parisian Luxe Champagne - 36,Parisian Luxe,Brando,Champagne,Unknown
Brando Parisian Luxe Espresso - 33,Parisian Luxe,Brando,Espresso,Unknown
Brando Parisian Luxe Noir - 40,Parisian Luxe,Brando,Noir,Unknown
Brando Parisian Luxe Espresso - 31,Parisian Luxe,Brando,Espresso,Unknown
Brando Parisian Luxe Pastel Blue - 29,Parisian Luxe,Brando,Pastel Blue,Unknown
Brando Parisian Luxe Faded Blue,Parisian Luxe,Brando,Faded Blue,Unknown
Brando Parisian Luxe Verdant - 28,Parisian Luxe,Brando,Verdant,Unknown
Brando Parisian Luxe Navy - 40,Parisian Luxe,Brando,Navy,Unknown
Brando Parisian Luxe Pastel Blue,Parisian Luxe,Brando,Pastel Blue,Unknown
Brando Parisian Luxe Twilight - 38,Parisian Luxe,Brando,Twilight,Unknown
Brando Parisian Luxe Army - Army / 38,Parisian Luxe,Brando,Army,38
Brando Parisian Luxe Lagoon - 40,Parisian Luxe,Brando,Lagoon,Unknown
Brando Parisian Luxe Tobacco - 34,Parisian Luxe,Brando,Tobacco,Unknown
Brando Parisian Luxe Pastel Blue - Pastel Blue / 33,Parisian Luxe,Brando,Pastel Blue,33
Brando Parisian Luxe Bordeaux - Bordeaux / 36,Parisian Luxe,Brando,Bordeaux,36
Brando Parisian Luxe Lagoon - 38,Parisian Luxe,Brando,Lagoon,Unknown
Brando Parisian Luxe Pastel Blue - Pastel Blue / 29,Parisian Luxe,Brando,Pastel Blue,29
Brando Parisian Luxe Juniper - Juniper / 33,Parisian Luxe,Brando,Juniper,33
Brando Parisian Luxe Jade - 32,Parisian Luxe,Brando,Jade,Unknown
Brando Parisian Luxe Fiji - Fiji / 32,Parisian Luxe,Brando,Fiji,32
Brando Parisian Luxe Eiffel Tower - 28,Parisian Luxe,Brando,Eiffel Tower,Unknown
Brando Parisian Luxe Light Grey - 31 / Light Grey,Parisian Luxe,Brando,Light Grey,Light Grey
Brando Parisian Luxe Light Grey - 33,Parisian Luxe,Brando,Light Grey,Unknown
Brando Parisian Luxe Navy - Navy / 28,Parisian Luxe,Brando,Navy,28
Brando Parisian Luxe Toffee - 28,Parisian Luxe,Brando,Toffee,Unknown
Brando Parisian Luxe Army - 29,Parisian Luxe,Brando,Army,Unknown
Brando Parisian Luxe Teak - 38,Parisian Luxe,Brando,Teak,Unknown
Brando Parisian Luxe Light Grey - 32,Parisian Luxe,Brando,Light Grey,Unknown
Brando Parisian Luxe Navy - 34,Parisian Luxe,Brando,Navy,Unknown
Brando Parisian Luxe Fiji - Fiji / 28,Parisian Luxe,Brando,Fiji,28
Brando Parisian Luxe Tobacco - 40,Parisian Luxe,Brando,Tobacco,Unknown
Brando Parisian Luxe Jade - 34,Parisian Luxe,Brando,Jade,Unknown
Brando Parisian Luxe Khaki - 28,Parisian Luxe,Brando,Khaki,Unknown
Brando Parisian Luxe Navy - 32,Parisian Luxe,Brando,Navy,Unknown
Brando Parisian Luxe Army - 34,Parisian Luxe,Brando,Army,Unknown
Brando Parisian Luxe Moon Rock,Parisian Luxe,Brando,Moon Rock,Unknown
Brando Parisian Luxe Pastel Blue - 33,Parisian Luxe,Brando,Pastel Blue,Unknown
Brando Parisian Luxe Faded Blue - 34,Parisian Luxe,Brando,Faded Blue,Unknown
Brando Parisian Luxe Twilight - Twilight / 29,Parisian Luxe,Brando,Twilight,29
Brando Parisian Luxe Bordeaux - 30,Parisian Luxe,Brando,Bordeaux,Unknown
Brando Parisian Luxe Merlot - Merlot / 31,Parisian Luxe,Brando,Merlot,31
Brando Parisian Luxe Moon Rock - 29,Parisian Luxe,Brando,Moon Rock,Unknown
Brando Parisian Luxe Fiji - Fiji / 36,Parisian Luxe,Brando,Fiji,36
Brando Parisian Luxe Light Grey - 36,Parisian Luxe,Brando,Light Grey,Unknown
Brando Parisian Luxe Bordeaux - 31,Parisian Luxe,Brando,Bordeaux,Unknown
Brando Parisian Luxe Noir - 33,Parisian Luxe,Brando,Noir,Unknown
Brando Parisian Luxe Light Grey - Light Grey / 30,Parisian Luxe,Brando,Light Grey,30
Brando Parisian Luxe Dune - Dune / 32,Parisian Luxe,Brando,Dune,32
Brando Parisian Luxe Faded Blue - 40,Parisian Luxe,Brando,Faded Blue,Unknown
Brando Parisian Luxe Moon Rock - 32,Parisian Luxe,Brando,Moon Rock,Unknown
Brando Parisian Luxe Army - 28,Parisian Luxe,Brando,Army,Unknown
Brando Parisian Luxe Faded Blue - 30,Parisian Luxe,Brando,Faded Blue,Unknown
Brando Parisian Luxe Mocha - 28,Parisian Luxe,Brando,Mocha,Unknown
Brando Parisian Luxe Pastel Pink - 31,Parisian Luxe,Brando,Pastel Pink,Unknown
Brando Parisian Luxe Moon Rock - 36,Parisian Luxe,Brando,Moon Rock,Unknown
Brando Parisian Luxe Navy - Navy / 40,Parisian Luxe,Brando,Navy,40
Brando Parisian Luxe Noir - Noir / 38,Parisian Luxe,Brando,Noir,38
Brando Parisian Luxe Merlot - Merlot / 38,Parisian Luxe,Brando,Merlot,38
Brando Parisian Luxe Malachite - 29,Parisian Luxe,Brando,Malachite,Unknown
Brando Parisian Luxe Moon Rock - 31,Parisian Luxe,Brando,Moon Rock,Unknown
Brando Parisian Luxe Light Grey - 30,Parisian Luxe,Brando,Light Grey,Unknown
Brando Parisian Luxe Cairo - 30,Parisian Luxe,Brando,Cairo,Unknown
Brando Parisian Luxe Faded Blue - 36,Parisian Luxe,Brando,Faded Blue,Unknown
Brando Parisian Luxe Cairo - 33,Parisian Luxe,Brando,Cairo,Unknown
Brando Parisian Luxe Pastel Pink,Parisian Luxe,Brando,Pastel Pink,Unknown
Brando Parisian Luxe Vert - Vert / 42,Parisian Luxe,Brando,Vert,42
Brando Parisian Luxe Teak - 32,Parisian Luxe,Brando,Teak,Unknown
Brando Parisian Luxe Navy - Navy / 29,Parisian Luxe,Brando,Navy,29
Brando Parisian Luxe Toffee - 29,Parisian Luxe,Brando,Toffee,Unknown
Brando Parisian Luxe Verdant - 31,Parisian Luxe,Brando,Verdant,Unknown
Brando Parisian Luxe Fiji - 34,Parisian Luxe,Brando,Fiji,Unknown
Brando Parisian Luxe Pastel Pink - 36,Parisian Luxe,Brando,Pastel Pink,Unknown
Brando Parisian Luxe Juniper - Juniper / 38,Parisian Luxe,Brando,Juniper,38
Brando Parisian Luxe Fiji - Fiji / 30,Parisian Luxe,Brando,Fiji,30
Brando Parisian Luxe Army - 33,Parisian Luxe,Brando,Army,Unknown
Brando Parisian Luxe Khaki - 36,Parisian Luxe,Brando,Khaki,Unknown
Brando Parisian Luxe Khaki - 29,Parisian Luxe,Brando,Khaki,Unknown
Brando Parisian Luxe Noir - Noir / 30,Parisian Luxe,Brando,Noir,30
Brando Parisian Luxe Teak - 36,Parisian Luxe,Brando,Teak,Unknown
Brando Parisian Luxe Army - 40,Parisian Luxe,Brando,Army,Unknown
Brando Parisian Luxe Twilight - Twilight / 30,Parisian Luxe,Brando,Twilight,30
Brando Parisian Luxe Cafe - Cafe / 32,Parisian Luxe,Brando,Cafe,32
Brando Parisian Luxe Army - Army / 32,Parisian Luxe,Brando,Army,32
Brando Parisian Luxe Malachite - 33,Parisian Luxe,Brando,Malachite,Unknown
Brando Parisian Luxe Cairo - 29,Parisian Luxe,Brando,Cairo,Unknown
Brando Parisian Luxe Twilight - Twilight / 28,Parisian Luxe,Brando,Twilight,28
Brando Parisian Luxe Eiffel Tower - 30,Parisian Luxe,Brando,Eiffel Tower,Unknown
Brando Parisian Luxe Mocha - 34,Parisian Luxe,Brando,Mocha,Unknown
Brando Parisian Luxe Bordeaux,Parisian Luxe,Brando,Bordeaux,Unknown
Brando Parisian Luxe Mocha - 40,Parisian Luxe,Brando,Mocha,Unknown
Brando Parisian Luxe Noir - Noir / 34,Parisian Luxe,Brando,Noir,34
Brando Parisian Luxe Espresso - 40,Parisian Luxe,Brando,Espresso,Unknown
Brando Parisian Luxe Light Grey - 28 / Light Grey,Parisian Luxe,Brando,Light Grey,Light Grey
Brando Parisian Luxe Noir - Noir / 31,Parisian Luxe,Brando,Noir,31
Brando Parisian Luxe Fiji - 31,Parisian Luxe,Brando,Fiji,Unknown
Brando Parisian Luxe Khaki - 38,Parisian Luxe,Brando,Khaki,Unknown
Brando Parisian Luxe Toffee - 40,Parisian Luxe,Brando,Toffee,Unknown
Brando Parisian Luxe Bordeaux - Bordeaux / 38,Parisian Luxe,Brando,Bordeaux,38
Brando Parisian Luxe Fiji - 29,Parisian Luxe,Brando,Fiji,Unknown
Brando Parisian Luxe Cafe - Cafe / 34,Parisian Luxe,Brando,Cafe,34
Brando Parisian Luxe Juniper - Juniper / 30,Parisian Luxe,Brando,Juniper,30
Brando Parisian Luxe Mocha - 32,Parisian Luxe,Brando,Mocha,Unknown
Brando Parisian Luxe Army - Army / 33,Parisian Luxe,Brando,Army,33
Brando Parisian Luxe Eiffel Tower - 36,Parisian Luxe,Brando,Eiffel Tower,Unknown
Brando Parisian Luxe Twilight - 31,Parisian Luxe,Brando,Twilight,Unknown
Brando Parisian Luxe Light Grey - 34,Parisian Luxe,Brando,Light Grey,Unknown
Brando Parisian Luxe Champagne - 32,Parisian Luxe,Brando,Champagne,Unknown
Brando Parisian Luxe Cafe - 42,Parisian Luxe,Brando,Cafe,Unknown
Brando Parisian Luxe Noir - Noir / 36,Parisian Luxe,Brando,Noir,36
Brando Parisian Luxe Verdant - 36,Parisian Luxe,Brando,Verdant,Unknown
Brando Parisian Luxe Bordeaux - 38,Parisian Luxe,Brando,Bordeaux,Unknown
Brando Parisian Luxe Khaki - Khaki / 40,Parisian Luxe,Brando,Khaki,40
Brando Parisian Luxe Mocha,Parisian Luxe,Brando,Mocha,Unknown
Brando Parisian Luxe Fiji - Fiji / 34,Parisian Luxe,Brando,Fiji,34
Brando Parisian Luxe Moon Rock - 33,Parisian Luxe,Brando,Moon Rock,Unknown
Brando Parisian Luxe Pastel Pink - 28,Parisian Luxe,Brando,Pastel Pink,Unknown
Brando Parisian Luxe Tobacco - 30,Parisian Luxe,Brando,Tobacco,Unknown
Brando Parisian Luxe Noir - Noir / 29,Parisian Luxe,Brando,Noir,29
Brando Parisian Luxe Espresso,Parisian Luxe,Brando,Espresso,Unknown
Brando Parisian Luxe Jade - 33,Parisian Luxe,Brando,Jade,Unknown
Brando Parisian Luxe Navy - 36,Parisian Luxe,Brando,Navy,Unknown
Brando Parisian Luxe Lagoon - 30,Parisian Luxe,Brando,Lagoon,Unknown
Brando Parisian Luxe Eiffel Tower - 32,Parisian Luxe,Brando,Eiffel Tower,Unknown
Brando Parisian Luxe Navy - 29,Parisian Luxe,Brando,Navy,Unknown
Brando Parisian Luxe Army - 42,Parisian Luxe,Brando,Army,Unknown
Brando Parisian Luxe Light Grey - 31,Parisian Luxe,Brando,Light Grey,Unknown
Brando Parisian Luxe Malachite - Malachite / 33,Parisian Luxe,Brando,Malachite,33
Brando Parisian Luxe Merlot - Merlot / 36,Parisian Luxe,Brando,Merlot,36
Brando Parisian Luxe Pastel Pink - Pastel Pink / 36,Parisian Luxe,Brando,Pastel Pink,36
Brando Parisian Luxe Pastel Pink - 29,Parisian Luxe,Brando,Pastel Pink,Unknown
Brando Parisian Luxe Pastel Pink - Pastel Pink / 29,Parisian Luxe,Brando,Pastel Pink,29
Brando Parisian Luxe Light Grey - Light Grey / 33,Parisian Luxe,Brando,Light Grey,33
Brando Parisian Luxe Noir - 38,Parisian Luxe,Brando,Noir,Unknown
Brando Parisian Luxe Khaki - Khaki / 28,Parisian Luxe,Brando,Khaki,28
Brando Parisian Luxe Navy - Navy / 36,Parisian Luxe,Brando,Navy,36
Brando Parisian Luxe Navy - 38 / Navy,Parisian Luxe,Brando,Navy,Navy
Brando Parisian Luxe Vert - 33,Parisian Luxe,Brando,Vert,Unknown
Brando Parisian Luxe Merlot - Merlot / 30,Parisian Luxe,Brando,Merlot,30
Brando Parisian Luxe Army - Army / 42,Parisian Luxe,Brando,Army,42
Brando Parisian Luxe Noir - 30,Parisian Luxe,Brando,Noir,Unknown
Brando Parisian Luxe Vert - Vert / 31,Parisian Luxe,Brando,Vert,31
Brando Parisian Luxe Champagne - 34,Parisian Luxe,Brando,Champagne,Unknown
Brando Parisian Luxe Cairo - 40,Parisian Luxe,Brando,Cairo,Unknown
Brando Parisian Luxe Noir - 32,Parisian Luxe,Brando,Noir,Unknown
Brando Parisian Luxe Toffee - 38,Parisian Luxe,Brando,Toffee,Unknown
Brando Parisian Luxe Khaki - 30,Parisian Luxe,Brando,Khaki,Unknown
Brando Parisian Luxe Teak - 33,Parisian Luxe,Brando,Teak,Unknown
Brando Parisian Luxe Khaki - Khaki / 32,Parisian Luxe,Brando,Khaki,32
Brando Parisian Luxe Champagne - 30,Parisian Luxe,Brando,Champagne,Unknown
Brando Parisian Luxe Vert - Vert / 30,Parisian Luxe,Brando,Vert,30
Brando Parisian Luxe Malachite,Parisian Luxe,Brando,Malachite,Unknown
Brando Parisian Luxe Vert - Vert / 33,Parisian Luxe,Brando,Vert,33
Brando Parisian Luxe Juniper - Juniper / 36,Parisian Luxe,Brando,Juniper,36
Brando Parisian Luxe Juniper,Parisian Luxe,Brando,Juniper,Unknown
Brando Parisian Luxe Bordeaux - Bordeaux / 28,Parisian Luxe,Brando,Bordeaux,28
Brando Parisian Luxe Fiji - Fiji / 38,Parisian Luxe,Brando,Fiji,38
Brando Parisian Luxe Eiffel Tower - 29,Parisian Luxe,Brando,Eiffel Tower,Unknown
Brando Parisian Luxe Noir - Noir / 32,Parisian Luxe,Brando,Noir,32
Brando Parisian Luxe Mocha - 33,Parisian Luxe,Brando,Mocha,Unknown
Brando Parisian Luxe Teak - 30,Parisian Luxe,Brando,Teak,Unknown
Brando Parisian Luxe Noir - 36,Parisian Luxe,Brando,Noir,Unknown
Brando Parisian Luxe Juniper - Juniper / 32,Parisian Luxe,Brando,Juniper,32
Brando Parisian Luxe Twilight - 32,Parisian Luxe,Brando,Twilight,Unknown
Brando Parisian Luxe Light Grey - 29,Parisian Luxe,Brando,Light Grey,Unknown
Brando Parisian Luxe Vert - Vert / 29,Parisian Luxe,Brando,Vert,29
Brando Parisian Luxe Pastel Blue - 30,Parisian Luxe,Brando,Pastel Blue,Unknown
Brando Parisian Luxe Pastel Blue - Pastel Blue / 32,Parisian Luxe,Brando,Pastel Blue,32
Brando Parisian Luxe Eiffel Tower - 34,Parisian Luxe,Brando,Eiffel Tower,Unknown
Brando Parisian Luxe Faded Blue - 38,Parisian Luxe,Brando,Faded Blue,Unknown
Brando Parisian Luxe Light Grey - Light Grey / 28,Parisian Luxe,Brando,Light Grey,28
Brando Parisian Luxe Dune - Dune / 34,Parisian Luxe,Brando,Dune,34
Brando Parisian Luxe Lagoon - 34,Parisian Luxe,Brando,Lagoon,Unknown
Brando Parisian Luxe Champagne - 33,Parisian Luxe,Brando,Champagne,Unknown
Brando Parisian Luxe Teak - 34,Parisian Luxe,Brando,Teak,Unknown
Brando Parisian Luxe Lagoon - 33,Parisian Luxe,Brando,Lagoon,Unknown
Brando Parisian Luxe Eiffel Tower - Eiffel Tower / 34,Parisian Luxe,Brando,Eiffel Tower,34
Brando Parisian Luxe Cafe - 29,Parisian Luxe,Brando,Cafe,Unknown
Brando Parisian Luxe Pastel Blue - 38,Parisian Luxe,Brando,Pastel Blue,Unknown
Brando Parisian Luxe Pastel Pink - Pastel Pink / 33,Parisian Luxe,Brando,Pastel Pink,33
Brando Parisian Luxe Juniper - Juniper / 31,Parisian Luxe,Brando,Juniper,31
Brando Parisian Luxe Noir - 29,Parisian Luxe,Brando,Noir,Unknown
Brando Parisian Luxe Navy - Navy / 31,Parisian Luxe,Brando,Navy,31
Brando Parisian Luxe Khaki - Khaki / 33,Parisian Luxe,Brando,Khaki,33
Brando Parisian Luxe Eiffel Tower - Eiffel Tower / 36,Parisian Luxe,Brando,Eiffel Tower,36
Brando Parisian Luxe Army - 36,Parisian Luxe,Brando,Army,Unknown
Brando Parisian Luxe Cafe - 28,Parisian Luxe,Brando,Cafe,Unknown
Brando Parisian Luxe Khaki - 40,Parisian Luxe,Brando,Khaki,Unknown
Brando Parisian Luxe Malachite - 28,Parisian Luxe,Brando,Malachite,Unknown
Brando Parisian Luxe Malachite - Malachite / 36,Parisian Luxe,Brando,Malachite,36
Brando Parisian Luxe Dune - Dune / 38,Parisian Luxe,Brando,Dune,38
Brando Parisian Luxe Toffee - 32,Parisian Luxe,Brando,Toffee,Unknown
Brando Parisian Luxe Verdant - 40,Parisian Luxe,Brando,Verdant,Unknown
Brando Parisian Luxe Lagoon - 31,Parisian Luxe,Brando,Lagoon,Unknown
Brando Parisian Luxe Toffee - 30,Parisian Luxe,Brando,Toffee,Unknown
Brando Parisian Luxe Light Grey - Light Grey / 34,Parisian Luxe,Brando,Light Grey,34
Brando Parisian Luxe Gris Claro,Parisian Luxe,Brando,Gris Claro,Unknown
Brando Parisian Luxe Malachite - 30,Parisian Luxe,Brando,Malachite,Unknown
Brando Parisian Luxe Army - 32,Parisian Luxe,Brando,Army,Unknown
Brando Parisian Luxe Khaki - 31 / Khaki,Parisian Luxe,Brando,Khaki,Khaki
Brando Parisian Luxe Moon Rock - 34,Parisian Luxe,Brando,Moon Rock,Unknown
Brando Parisian Luxe Jade - 36,Parisian Luxe,Brando,Jade,Unknown
Brando Parisian Luxe Navy - Navy / 32,Parisian Luxe,Brando,Navy,32
Brando Parisian Luxe Twilight,Parisian Luxe,Brando,Twilight,Unknown
Brando Parisian Luxe Pastel Blue - Pastel Blue / 34,Parisian Luxe,Brando,Pastel Blue,34
Brando Parisian Luxe Cafe - Cafe / 29,Parisian Luxe,Brando,Cafe,29
Brando Parisian Luxe Bordeaux - 36,Parisian Luxe,Brando,Bordeaux,Unknown
Brando Parisian Luxe Twilight - 29,Parisian Luxe,Brando,Twilight,Unknown
Brando Parisian Luxe Vert - 36,Parisian Luxe,Brando,Vert,Unknown
Brando Parisian Luxe Mocha - 30,Parisian Luxe,Brando,Mocha,Unknown
Brando Parisian Luxe Moon Rock - 30,Parisian Luxe,Brando,Moon Rock,Unknown
Brando Parisian Luxe Toffee,Parisian Luxe,Brando,Toffee,Unknown
Brando Parisian Luxe Pastel Pink - Pastel Pink / 40,Parisian Luxe,Brando,Pastel Pink,40
Brando Parisian Luxe Eiffel Tower - 40,Parisian Luxe,Brando,Eiffel Tower,Unknown
Brando Parisian Luxe Pastel Blue - 34,Parisian Luxe,Brando,Pastel Blue,Unknown
Brando Parisian Luxe Mocha - 29,Parisian Luxe,Brando,Mocha,Unknown
Brando Parisian Luxe Champagne - 28,Parisian Luxe,Brando,Champagne,Unknown
Brando Parisian Luxe Cafe - Cafe / 31,Parisian Luxe,Brando,Cafe,31
Brando Parisian Luxe Noir - 38 / Noir,Parisian Luxe,Brando,Noir,Noir
Brando Velvet Oak - 33,Velvet,Brando,Oak,Unknown
Brando Velvet Atlantic - 33,Velvet,Brando,Atlantic,Unknown
Brando Velvet Bleu - 33,Velvet,Brando,Bleu,Unknown
Brando Velvet Burgundy - 33,Velvet,Brando,Burgundy,Unknown
Brando Velvet Noir - Noir / 28,Velvet,Brando,Noir,28
Brando Velvet Moon Rock - 40,Velvet,Brando,Moon Rock,Unknown
Brando Velvet Verdant - 36,Velvet,Brando,Verdant,Unknown
Brando Velvet Oak - 31,Velvet,Brando,Oak,Unknown
Brando Velvet Dusk - Velvet Dusk / 38,Velvet,Brando,Dusk,38
Brando Velvet Cafe - Velvet Café / 34,Velvet,Brando,Cafe,34
Brando Velvet Moon Rock,Velvet,Brando,Moon Rock,Unknown
Brando Velvet Malachite - 28,Velvet,Brando,Malachite,Unknown
Brando Velvet Asphalt - 29,Velvet,Brando,Asphalt,Unknown
Brando Velvet Saddle - Saddle / 34,Velvet,Brando,Saddle,34
Brando Velvet Moon Rock - 31,Velvet,Brando,Moon Rock,Unknown
Brando Velvet Aberdeen - 34,Velvet,Brando,Aberdeen,Unknown
Brando Velvet Moon Rock - 38,Velvet,Brando,Moon Rock,Unknown
Brando Velvet Asphalt - 38,Velvet,Brando,Asphalt,Unknown
Brando Velvet Toffee - 34,Velvet,Brando,Toffee,Unknown
Brando Velvet Cork - 36,Velvet,Brando,Cork,Unknown
Brando Velvet Malachite - Malachite / 28,Velvet,Brando,Malachite,28
Brando Velvet Aberdeen - 30,Velvet,Brando,Aberdeen,Unknown
Brando Velvet Stirling - 33,Velvet,Brando,Stirling,Unknown
Brando Velvet Verdant - 28,Velvet,Brando,Verdant,Unknown
Brando Velvet Chestnut - Velvet Chestnut / 36,Velvet,Brando,Chestnut,36
Brando Velvet Carbon - Velvet Carbon / 33,Velvet,Brando,Carbon,33
Brando Velvet Asphalt - 33,Velvet,Brando,Asphalt,Unknown
Brando Velvet Stirling - 38,Velvet,Brando,Stirling,Unknown
