Day,"Campaign name","Ad set name","Ad name","Page name",Ads,Gender,Age,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (USD)","Cost per result",Starts,Ends,"Reporting starts","Reporting ends"
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,45-54,archived,ad,43,46,1.06976744,"7-day click or 1-day view","Post engagements",23,0.32,0.01391304,2023-03-28,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,25-34,archived,ad,71,71,1,"7-day click or 1-day view","Post engagements",33,0.33,0.01,2023-03-28,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,65+,archived,ad,3,3,1,"7-day click or 1-day view","Post engagements",2,0.03,0.015,2023-03-28,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,65+,archived,ad,182,183,1.00549451,"7-day click or 1-day view","Post engagements",120,1.08,0.009,2023-03-28,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,25-34,archived,ad,26,26,1,"7-day click or 1-day view","Post engagements",12,0.26,0.02166667,2023-03-28,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,18-24,archived,ad,258,261,1.01162791,"7-day click or 1-day view","Post engagements",91,1.53,0.01681319,2023-03-28,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,35-44,archived,ad,28,29,1.03571429,"7-day click or 1-day view","Post engagements",10,0.14,0.014,2023-03-28,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,35-44,archived,ad,59,60,1.01694915,"7-day click or 1-day view","Post engagements",26,0.35,0.01346154,2023-03-28,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,65+,archived,ad,255,256,1.00392157,"7-day click or 1-day view","Post engagements",160,1.9,0.011875,2023-03-28,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,55-64,archived,ad,210,210,1,"7-day click or 1-day view","Post engagements",116,1.2,0.01034483,2023-03-28,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,55-64,archived,ad,165,167,1.01212121,"7-day click or 1-day view","Post engagements",102,1.09,0.01068627,2023-03-28,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,45-54,archived,ad,148,150,1.01351351,"7-day click or 1-day view","Post engagements",65,0.84,0.01292308,2023-03-28,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,18-24,archived,ad,99,102,1.03030303,"7-day click or 1-day view","Post engagements",30,0.66,0.022,2023-03-28,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,25-34,archived,ad,2,2,1,"7-day click or 1-day view","Post engagements",2,0.01,0.005,2023-03-28,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,18-24,archived,ad,21,21,1,"7-day click or 1-day view","Post engagements",5,0.12,0.024,2023-03-28,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,35-44,archived,ad,28,29,1.03571429,"7-day click or 1-day view","Post engagements",13,0.12,0.00923077,2023-05-19,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,35-44,archived,ad,2,2,1,"7-day click or 1-day view",,,0.02,,2023-03-28,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,25-34,archived,ad,22,23,1.04545455,"7-day click or 1-day view","Post engagements",10,0.06,0.006,2023-05-19,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,25-34,archived,ad,11,12,1.09090909,"7-day click or 1-day view","Post engagements",6,0.07,0.01166667,2023-05-19,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,65+,archived,ad,1,1,1,"7-day click or 1-day view","Post engagements",1,0.02,0.02,2023-05-19,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,45-54,archived,ad,17,18,1.05882353,"7-day click or 1-day view","Post engagements",7,0.07,0.01,2023-05-19,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,35-44,archived,ad,10,11,1.1,"7-day click or 1-day view","Post engagements",7,0.03,0.00428571,2023-05-19,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,55-64,archived,ad,31,32,1.03225806,"7-day click or 1-day view","Post engagements",20,0.19,0.0095,2023-05-19,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,18-24,archived,ad,3,3,1,"7-day click or 1-day view","Post engagements",1,0.03,0.03,2023-05-19,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,18-24,archived,ad,57,58,1.01754386,"7-day click or 1-day view","Post engagements",26,0.29,0.01115385,2023-05-19,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,45-54,archived,ad,16,17,1.0625,"7-day click or 1-day view","Post engagements",6,0.1,0.01666667,2023-05-19,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,65+,archived,ad,53,54,1.01886792,"7-day click or 1-day view","Post engagements",33,0.39,0.01181818,2023-05-19,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,18-24,archived,ad,24,26,1.08333333,"7-day click or 1-day view","Post engagements",11,0.09,0.00818182,2023-05-19,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,55-64,archived,ad,18,18,1,"7-day click or 1-day view","Post engagements",11,0.13,0.01181818,2023-05-19,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,65+,archived,ad,30,30,1,"7-day click or 1-day view","Post engagements",16,0.24,0.015,2023-05-19,Ongoing,2024-07-10,2024-07-10
2024-07-10,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,45-54,archived,ad,2,2,1,"7-day click or 1-day view","Post engagements",1,0.01,0.01,2023-03-28,Ongoing,2024-07-10,2024-07-10
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,18-24,archived,ad,323,324,1.00309598,"7-day click or 1-day view","Post engagements",88,1.64,0.01863636,2023-03-28,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,35-44,archived,ad,1,1,1,"7-day click or 1-day view",,,0.01,,2023-03-28,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,65+,archived,ad,189,190,1.00529101,"7-day click or 1-day view","Post engagements",122,1.55,0.01270492,2023-03-28,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,18-24,archived,ad,21,21,1,"7-day click or 1-day view","Post engagements",5,0.1,0.02,2023-03-28,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,25-34,archived,ad,82,83,1.01219512,"7-day click or 1-day view","Post engagements",35,0.51,0.01457143,2023-03-28,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,45-54,archived,ad,85,85,1,"7-day click or 1-day view","Post engagements",43,0.4,0.00930233,2023-03-28,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,35-44,archived,ad,23,24,1.04347826,"7-day click or 1-day view","Post engagements",7,0.12,0.01714286,2023-03-28,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,25-34,archived,ad,31,32,1.03225806,"7-day click or 1-day view","Post engagements",11,0.18,0.01636364,2023-03-28,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,65+,archived,ad,119,119,1,"7-day click or 1-day view","Post engagements",66,0.87,0.01318182,2023-03-28,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,55-64,archived,ad,140,140,1,"7-day click or 1-day view","Post engagements",68,0.76,0.01117647,2023-03-28,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,18-24,archived,ad,93,93,1,"7-day click or 1-day view","Post engagements",30,0.53,0.01766667,2023-03-28,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,35-44,archived,ad,65,66,1.01538462,"7-day click or 1-day view","Post engagements",31,0.37,0.01193548,2023-03-28,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,55-64,archived,ad,132,132,1,"7-day click or 1-day view","Post engagements",88,0.91,0.01034091,2023-03-28,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,25-34,archived,ad,4,4,1,"7-day click or 1-day view","Post engagements",1,0.03,0.03,2023-03-28,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,45-54,archived,ad,26,26,1,"7-day click or 1-day view","Post engagements",8,0.15,0.01875,2023-03-28,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,55-64,archived,ad,3,3,1,"7-day click or 1-day view","Post engagements",3,0.02,0.00666667,2023-03-28,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,65+,archived,ad,2,2,1,"7-day click or 1-day view","Post engagements",2,0,0,2023-03-28,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,65+,archived,ad,37,37,1,"7-day click or 1-day view","Post engagements",33,0.38112094,0.01154912,2023-05-19,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,45-54,archived,ad,17,18,1.05882353,"7-day click or 1-day view","Post engagements",11,0.11032448,0.0100295,2023-05-19,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,25-34,archived,ad,1,1,1,"7-day click or 1-day view","Post engagements",2,0,0,2023-05-19,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,18-24,archived,ad,9,9,1,"7-day click or 1-day view","Post engagements",3,0.0300885,0.0100295,2023-05-19,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,25-34,archived,ad,36,38,1.05555556,"7-day click or 1-day view","Post engagements",21,0.22064897,0.01050709,2023-05-19,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,18-24,archived,ad,115,116,1.00869565,"7-day click or 1-day view","Post engagements",49,0.58171091,0.01187165,2023-05-19,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,25-34,archived,ad,49,50,1.02040816,"7-day click or 1-day view","Post engagements",22,0.26076696,0.01185304,2023-05-19,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,18-24,archived,ad,58,59,1.01724138,"7-day click or 1-day view","Post engagements",23,0.25073746,0.01090163,2023-05-19,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,35-44,archived,ad,40,40,1,"7-day click or 1-day view","Post engagements",19,0.33097345,0.01741966,2023-05-19,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,65+,archived,ad,87,88,1.01149425,"7-day click or 1-day view","Post engagements",54,0.6519174,0.01207254,2023-05-19,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,55-64,archived,ad,47,47,1,"7-day click or 1-day view","Post engagements",29,0.29085546,0.0100295,2023-05-19,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,35-44,archived,ad,14,14,1,"7-day click or 1-day view","Post engagements",5,0.06017699,0.0120354,2023-05-19,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,45-54,archived,ad,24,24,1,"7-day click or 1-day view","Post engagements",9,0.08023599,0.00891511,2023-05-19,Ongoing,2024-07-09,2024-07-09
2024-07-09,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,55-64,archived,ad,18,20,1.11111111,"7-day click or 1-day view","Post engagements",12,0.15044248,0.01253687,2023-05-19,Ongoing,2024-07-09,2024-07-09
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,35-44,archived,ad,39,40,1.02564103,"7-day click or 1-day view","Post engagements",24,0.23,0.00958333,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,45-54,archived,ad,2,2,1,"7-day click or 1-day view","Post engagements",1,0.02,0.02,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,35-44,archived,ad,77,77,1,"7-day click or 1-day view","Post engagements",42,0.26,0.00619048,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,25-34,archived,ad,129,129,1,"7-day click or 1-day view","Post engagements",59,0.66,0.01118644,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,18-24,archived,ad,211,212,1.00473934,"7-day click or 1-day view","Post engagements",85,1.34,0.01576471,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,25-34,archived,ad,84,84,1,"7-day click or 1-day view","Post engagements",51,0.47,0.00921569,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,65+,archived,ad,178,178,1,"7-day click or 1-day view","Post engagements",106,1.25,0.01179245,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,18-24,archived,ad,24,24,1,"7-day click or 1-day view","Post engagements",10,0.13,0.013,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,55-64,archived,ad,110,111,1.00909091,"7-day click or 1-day view","Post engagements",61,0.64,0.0104918,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,18-24,archived,ad,302,303,1.00331126,"7-day click or 1-day view","Post engagements",91,1.71,0.01879121,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,45-54,archived,ad,48,48,1,"7-day click or 1-day view","Post engagements",25,0.29,0.0116,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,55-64,archived,ad,121,122,1.00826446,"7-day click or 1-day view","Post engagements",72,0.8,0.01111111,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,45-54,archived,ad,77,78,1.01298701,"7-day click or 1-day view","Post engagements",42,0.43,0.0102381,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,65+,archived,ad,114,115,1.00877193,"7-day click or 1-day view","Post engagements",61,0.66,0.01081967,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,65+,archived,ad,3,3,1,"7-day click or 1-day view","Post engagements",2,0.02,0.01,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,35-44,archived,ad,2,2,1,"7-day click or 1-day view",,,0.01,,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,25-34,archived,ad,1,1,1,"7-day click or 1-day view",,,0,,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,55-64,archived,ad,1,1,1,"7-day click or 1-day view","Post engagements",1,0.01,0.01,2023-03-28,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,25-34,archived,ad,52,52,1,"7-day click or 1-day view","Post engagements",30,0.27,0.009,2023-05-19,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,65+,archived,ad,21,21,1,"7-day click or 1-day view","Post engagements",17,0.1,0.00588235,2023-05-19,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,18-24,archived,ad,3,3,1,"7-day click or 1-day view","Post engagements",1,0.02,0.02,2023-05-19,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,55-64,archived,ad,12,12,1,"7-day click or 1-day view","Post engagements",7,0.07,0.01,2023-05-19,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,45-54,archived,ad,13,13,1,"7-day click or 1-day view","Post engagements",12,0.06,0.005,2023-05-19,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",female,18-24,archived,ad,93,93,1,"7-day click or 1-day view","Post engagements",58,0.5,0.00862069,2023-05-19,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",male,18-24,archived,ad,89,89,1,"7-day click or 1-day view","Post engagements",45,0.45,0.01,2023-05-19,Ongoing,2024-07-08,2024-07-08
2024-07-08,"CONTENT BOOSTING","Boosted Instagram Reels - Followers only","Boosted SS24 01 Reel - Copy",MONFRÈRE,"Boosted SS24 01 Reel - Copy",unknown,65+,archived,ad,1,1,1,"7-day click or 1-day view",,,0.01,,2023-05-19,Ongoing,2024-07-08,2024-07-08
